Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
1b. Missing from MSitAE,Y02428,Putnoe Medical Centre Walk In Centre,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02532,Miriam Minor Emergency,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02615,South Birmingham GP Walk In Centre,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02676,Brighton Station Health Centre,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03007,Erdington GP Health & Wellbeing Wic,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03051,Hastings Med P & Walkin,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03218,The Pinn Unregistered Wic,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03571,Corby Urgent Care Centre,Sep-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,8J094,Badger Ltd,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AAH,Tetbury Hospital Trust Ltd,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AC008,Rossendale Minor Injuries Unit,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AJN,Workington Health Limited,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AQN04,Phl Lymington Utc,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,ARN03,Local Care Direct,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82009,Market Harborough Med.Ctr,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82010,Oakham Medical Practice,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82038,Latham House Medical Practice,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C83023,Sleaford Medical Group,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DD401,Exmouth Minor Injury Unit,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DT301,Herts Urgent Care (Ascots Lane),Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,G82071,Whitstable Medical Practice,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,L83087,Okehampton Medical Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,M85813,Birmingham Wic,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDA57,Haslemere Minor Injuries Unit,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDJ,First Community Health And Care Cic,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NJS05,Loughborough Urgent Care Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NL7,Assura Vertis Urgent Care Centres (Birmingham),Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NLX,Sirona Care & Health,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF09,Bransholme Health Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF76,The Wilberforce Health Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF94,East Riding Community Hospital,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNFA7,Goole & District Hospital,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ0H,Llr Ea - The Merlyn Vaz Health & Social Care Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ12,Market Harborough,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ13,Melton Mowbray,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ14,Oadby,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ15,Oakham,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQT10,Assura Reading Llp,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQTE4,Summerfield Urgent Care Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NR3,Nottingham Citycare Partnership,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NTP11,Practice Plus Group Hospital - Southampton,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RAN,Royal National Orthopaedic Hospital NHS Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBV,The Christie NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RDY,Dorset Healthcare University NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RET,The Walton Centre NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RJ8,Cornwall Partnership NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RW4,Mersey Care NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RXG,South West Yorkshire Partnership NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RY4,Hertfordshire Community NHS Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RYF,South Western Ambulance Service NHS Foundation Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RYG,Coventry And Warwickshire Partnership NHS Trust,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y00751,East Berks Primary Care Ooh(Wam),Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02147,Urgent Care Centre (Qms),Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02428,Putnoe Medical Centre Walk In Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02532,Miriam Minor Emergency,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02615,South Birmingham GP Walk In Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02676,Brighton Station Health Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03007,Erdington GP Health & Wellbeing Wic,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03051,Hastings Med P & Walkin,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03218,The Pinn Unregistered Wic,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03571,Corby Urgent Care Centre,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y04538,Bracknell Urgent Care Centre Wic,Oct-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,8J094,Badger Ltd,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AAH,Tetbury Hospital Trust Ltd,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AC008,Rossendale Minor Injuries Unit,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AJN,Workington Health Limited,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AQN04,Phl Lymington Utc,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,ARN03,Local Care Direct,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82009,Market Harborough Med.Ctr,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82010,Oakham Medical Practice,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82038,Latham House Medical Practice,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C83023,Sleaford Medical Group,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DD401,Exmouth Minor Injury Unit,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DT301,Herts Urgent Care (Ascots Lane),Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,G82071,Whitstable Medical Practice,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,L83087,Okehampton Medical Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,M85813,Birmingham Wic,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDA57,Haslemere Minor Injuries Unit,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDJ,First Community Health And Care Cic,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NJS05,Loughborough Urgent Care Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NL7,Assura Vertis Urgent Care Centres (Birmingham),Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NLX,Sirona Care & Health,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF09,Bransholme Health Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF76,The Wilberforce Health Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF94,East Riding Community Hospital,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNFA7,Goole & District Hospital,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ0H,Llr Ea - The Merlyn Vaz Health & Social Care Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ12,Market Harborough,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ13,Melton Mowbray,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ14,Oadby,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ15,Oakham,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQT10,Assura Reading Llp,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQTE4,Summerfield Urgent Care Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NR3,Nottingham Citycare Partnership,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NTP11,Practice Plus Group Hospital - Southampton,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RAN,Royal National Orthopaedic Hospital NHS Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBV,The Christie NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RDY,Dorset Healthcare University NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RET,The Walton Centre NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RJ8,Cornwall Partnership NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RW4,Mersey Care NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RXG,South West Yorkshire Partnership NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RY4,Hertfordshire Community NHS Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RYF,South Western Ambulance Service NHS Foundation Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RYG,Coventry And Warwickshire Partnership NHS Trust,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y00751,East Berks Primary Care Ooh(Wam),Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02147,Urgent Care Centre (Qms),Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02428,Putnoe Medical Centre Walk In Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02532,Miriam Minor Emergency,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02615,South Birmingham GP Walk In Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02676,Brighton Station Health Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03007,Erdington GP Health & Wellbeing Wic,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03051,Hastings Med P & Walkin,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03218,The Pinn Unregistered Wic,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03571,Corby Urgent Care Centre,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y04538,Bracknell Urgent Care Centre Wic,Nov-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,8J094,Badger Ltd,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AAH,Tetbury Hospital Trust Ltd,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AC008,Rossendale Minor Injuries Unit,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AJN,Workington Health Limited,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AQN04,Phl Lymington Utc,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,ARN03,Local Care Direct,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82009,Market Harborough Med.Ctr,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82010,Oakham Medical Practice,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82038,Latham House Medical Practice,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C83023,Sleaford Medical Group,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DD401,Exmouth Minor Injury Unit,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DT301,Herts Urgent Care (Ascots Lane),Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,G82071,Whitstable Medical Practice,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,L83087,Okehampton Medical Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,M85813,Birmingham Wic,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDA57,Haslemere Minor Injuries Unit,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDJ,First Community Health And Care Cic,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NJS05,Loughborough Urgent Care Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NL7,Assura Vertis Urgent Care Centres (Birmingham),Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NLX,Sirona Care & Health,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF09,Bransholme Health Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF76,The Wilberforce Health Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF94,East Riding Community Hospital,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNFA7,Goole & District Hospital,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ0H,Llr Ea - The Merlyn Vaz Health & Social Care Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ12,Market Harborough,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ13,Melton Mowbray,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ14,Oadby,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ15,Oakham,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQT10,Assura Reading Llp,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQTE4,Summerfield Urgent Care Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NR3,Nottingham Citycare Partnership,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NTP11,Practice Plus Group Hospital - Southampton,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RAN,Royal National Orthopaedic Hospital NHS Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBV,The Christie NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RDY,Dorset Healthcare University NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RET,The Walton Centre NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RJ8,Cornwall Partnership NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RW4,Mersey Care NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RXG,South West Yorkshire Partnership NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RY4,Hertfordshire Community NHS Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RYF,South Western Ambulance Service NHS Foundation Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RYG,Coventry And Warwickshire Partnership NHS Trust,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y00751,East Berks Primary Care Ooh(Wam),Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02147,Urgent Care Centre (Qms),Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02428,Putnoe Medical Centre Walk In Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02532,Miriam Minor Emergency,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02615,South Birmingham GP Walk In Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y02676,Brighton Station Health Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03007,Erdington GP Health & Wellbeing Wic,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03051,Hastings Med P & Walkin,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03218,The Pinn Unregistered Wic,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y03571,Corby Urgent Care Centre,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,Y04538,Bracknell Urgent Care Centre Wic,Dec-21,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,8J094,Badger Ltd,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AAH,Tetbury Hospital Trust Ltd,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AC008,Rossendale Minor Injuries Unit,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AJN,Workington Health Limited,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,AQN04,Phl Lymington Utc,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,ARN03,Local Care Direct,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82009,Market Harborough Med.Ctr,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82010,Oakham Medical Practice,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C82038,Latham House Medical Practice,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,C83023,Sleaford Medical Group,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DD401,Exmouth Minor Injury Unit,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,DT301,Herts Urgent Care (Ascots Lane),Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,G82071,Whitstable Medical Practice,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,L83087,Okehampton Medical Centre,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,M85813,Birmingham Wic,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDA57,Haslemere Minor Injuries Unit,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NDJ,First Community Health And Care Cic,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NJS05,Loughborough Urgent Care Centre,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NL7,Assura Vertis Urgent Care Centres (Birmingham),Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NLX,Sirona Care & Health,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF09,Bransholme Health Centre,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF76,The Wilberforce Health Centre,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNF94,East Riding Community Hospital,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNFA7,Goole & District Hospital,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ0H,Llr Ea - The Merlyn Vaz Health & Social Care Centre,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ12,Market Harborough,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ13,Melton Mowbray,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ14,Oadby,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NNJ15,Oakham,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQT10,Assura Reading Llp,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NQTE4,Summerfield Urgent Care Centre,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NR3,Nottingham Citycare Partnership,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,NTP11,Practice Plus Group Hospital - Southampton,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RAN,Royal National Orthopaedic Hospital NHS Trust,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RBV,The Christie NHS Foundation Trust,Jan-22,All Patients,NULL,NULL,NULL,NULL
1b. Missing from MSitAE,RDY,Dorset Healthcare University NHS Foundation Trust,Jan-22,All Patients,NULL,NULL,NULL,NULL
